altered_access_log
access_monitoring_data,,,,,,,,,,,
event_id,user_id,user_role,resource_accessed,resource_sensitivity,access_timestamp,location,device_type,access_type,records_viewed,is_authorized,is_privacy_violation
29,1075,IT,customer_table,TRUE,2025-01-04 05:32:00,TX,web_portal,read,31,TRUE,FALSE
30,1004,Customer Service,customer_table,TRUE,2025-01-24 09:35:00,CA,mobile,delete,41,TRUE,FALSE
31,1027,Finance,payroll_records,TRUE,2025-01-26 23:43:00,IL,remote_server,write,31,TRUE,FALSE
32,1100,Pilot,maintenance_logs,FALSE,2025-01-09 15:58:00,TX,laptop,delete,105,TRUE,FALSE
33,1045,Pilot,maintenance_logs,FALSE,2025-01-22 06:06:00,TX,laptop,read,49,TRUE,FALSE
34,1051,Customer Service,customer_table,TRUE,2025-01-12 07:35:00,CA,web_portal,delete,18,TRUE,FALSE
35,1017,Pilot,payroll_records,TRUE,2025-01-13 16:14:00,FL,web_portal,read,74,FALSE,TRUE
36,1056,Finance,customer_table,TRUE,2025-01-03 07:15:00,IL,laptop,read,13,TRUE,FALSE
37,1096,IT,payroll_records,TRUE,2025-01-19 11:54:00,FL,remote_server,write,56,FALSE,TRUE
38,1051,HR,payroll_records,TRUE,2025-01-18 05:56:00,TX,remote_server,export,8,TRUE,FALSE
39,1100,Pilot,flight_logs,FALSE,2025-01-20 06:02:00,IL,remote_server,write,10,TRUE,FALSE
40,1024,Customer Service,payroll_records,TRUE,2025-01-03 15:52:00,IL,laptop,export,55,FALSE,TRUE
41,1007,HR,hr_files,TRUE,2025-01-22 16:46:00,IL,web_portal,read,72,TRUE,FALSE
42,1065,HR,payroll_records,TRUE,2025-01-04 02:50:00,IL,laptop,write,55,TRUE,FALSE
43,1051,HR,hr_files,TRUE,2025-01-12 04:55:00,IL,laptop,read,46,TRUE,FALSE
44,1053,Finance,hr_files,TRUE,2025-01-24 19:01:00,NY,mobile,write,40,FALSE,TRUE
45,1085,Customer Service,payroll_records,TRUE,2025-01-13 02:07:00,FL,web_portal,export,5,FALSE,TRUE
46,1058,Customer Service,customer_table,TRUE,2025-01-01 10:10:00,FL,laptop,read,28,TRUE,FALSE
47,1068,IT,hr_files,TRUE,2025-01-13 01:40:00,CA,mobile,read,36,TRUE,FALSE
48,1031,Customer Service,flight_logs,FALSE,2025-01-08 04:18:00,FL,mobile,read,81,TRUE,FALSE
49,1085,Finance,flight_logs,FALSE,2025-01-05 17:08:00,CA,mobile,read,60,FALSE,FALSE
50,1013,Finance,payroll_records,TRUE,2025-01-13 09:28:00,NY,web_portal,export,2,TRUE,FALSE
51,1026,Customer Service,hr_files,TRUE,2025-01-23 05:36:00,NY,laptop,read,59,FALSE,TRUE
52,1081,Pilot,flight_logs,FALSE,2025-01-03 00:09:00,TX,mobile,write,38,TRUE,FALSE
53,1081,Customer Service,payroll_records,TRUE,2025-01-21 02:36:00,IL,remote_server,read,29,FALSE,TRUE
54,1014,HR,payroll_records,TRUE,2025-01-25 19:55:00,TX,mobile,write,68,TRUE,FALSE
55,1055,IT,customer_table,TRUE,2025-01-15 00:42:00,NY,laptop,export,80,TRUE,FALSE
56,1026,IT,customer_table,TRUE,2025-01-17 02:18:00,IL,remote_server,write,77,TRUE,FALSE
57,1030,IT,payroll_records,TRUE,2025-01-19 18:20:00,TX,web_portal,export,24,FALSE,TRUE
58,1100,Pilot,payroll_records,TRUE,2025-01-13 03:25:00,CA,laptop,delete,40,FALSE,TRUE
59,1004,Pilot,payroll_records,TRUE,2025-01-10 01:59:00,FL,mobile,export,59,FALSE,TRUE
60,1029,IT,customer_table,TRUE,2025-01-09 18:56:00,FL,mobile,export,79,TRUE,FALSE
61,1008,Customer Service,flight_logs,FALSE,2025-01-30 04:40:00,IL,remote_server,export,35,TRUE,FALSE
62,1003,HR,flight_logs,FALSE,2025-01-09 03:02:00,IL,mobile,read,44,FALSE,FALSE
63,1013,Finance,maintenance_logs,FALSE,2025-01-16 17:34:00,NY,remote_server,read,16,FALSE,FALSE
64,1049,Finance,payroll_records,TRUE,2025-01-12 14:13:00,TX,remote_server,read,14,TRUE,FALSE
65,1066,Finance,payroll_records,TRUE,2025-01-17 13:49:00,FL,laptop,export,74,TRUE,FALSE
66,1079,Customer Service,customer_table,TRUE,2025-01-14 16:01:00,IL,mobile,delete,90,TRUE,FALSE
67,1041,Pilot,flight_logs,FALSE,2025-01-26 05:33:00,CA,web_portal,delete,47,TRUE,FALSE
68,1085,Pilot,payroll_records,TRUE,2025-01-29 00:18:00,IL,mobile,delete,80,FALSE,TRUE
69,1070,HR,flight_logs,FALSE,2025-01-14 01:23:00,CA,remote_server,export,60,FALSE,FALSE
70,1059,Pilot,maintenance_logs,FALSE,2025-01-10 17:25:00,IL,remote_server,write,30,TRUE,FALSE
71,1084,HR,flight_logs,FALSE,2025-01-24 11:00:00,IL,mobile,read,60,FALSE,FALSE
72,1096,IT,flight_logs,FALSE,2025-01-11 05:22:00,CA,web_portal,read,96,TRUE,FALSE
73,1005,IT,maintenance_logs,FALSE,2025-01-28 19:40:00,TX,remote_server,delete,48,TRUE,FALSE
74,1080,Finance,payroll_records,TRUE,2025-01-18 11:24:00,FL,remote_server,write,96,TRUE,FALSE
75,1018,HR,customer_table,TRUE,2025-01-20 08:22:00,CA,web_portal,delete,28,FALSE,TRUE
76,1006,Finance,payroll_records,TRUE,2025-01-06 12:33:00,FL,web_portal,delete,74,TRUE,FALSE
77,1085,Finance,hr_files,TRUE,2025-01-28 02:23:00,NY,remote_server,delete,52,FALSE,TRUE
78,1070,Pilot,payroll_records,TRUE,2025-01-22 14:28:00,FL,mobile,write,41,FALSE,TRUE
79,1081,Customer Service,hr_files,TRUE,2025-01-23 01:18:00,CA,mobile,delete,52,FALSE,TRUE
80,1009,Customer Service,payroll_records,TRUE,2025-01-13 08:47:00,NY,mobile,read,9,FALSE,TRUE
81,1017,IT,payroll_records,TRUE,2025-01-18 10:22:00,CA,web_portal,read,43,FALSE,TRUE
82,1053,Pilot,flight_logs,FALSE,2025-01-25 16:40:00,FL,remote_server,read,60,TRUE,FALSE
83,1026,Pilot,maintenance_logs,FALSE,2025-01-27 13:58:00,TX,remote_server,delete,94,TRUE,FALSE
84,1000,Customer Service,flight_logs,FALSE,2025-01-18 17:58:00,FL,web_portal,delete,34,TRUE,FALSE
85,1028,Customer Service,maintenance_logs,FALSE,2025-01-23 02:27:00,TX,remote_server,export,25,FALSE,FALSE
86,1085,Pilot,payroll_records,TRUE,2025-01-22 06:30:00,CA,laptop,delete,34,FALSE,TRUE
87,1075,Finance,customer_table,TRUE,2025-01-04 19:41:00,FL,web_portal,delete,77,TRUE,FALSE
88,1023,HR,flight_logs,FALSE,2025-01-18 06:04:00,NY,web_portal,delete,59,FALSE,FALSE
89,1041,Customer Service,maintenance_logs,FALSE,2025-01-13 15:55:00,FL,mobile,read,34,FALSE,FALSE
90,1060,HR,hr_files,TRUE,2025-01-03 08:53:00,NY,web_portal,read,65,TRUE,FALSE
91,1099,HR,customer_table,TRUE,2025-01-12 06:05:00,CA,laptop,write,52,FALSE,TRUE
92,1030,IT,maintenance_logs,FALSE,2025-01-06 04:56:00,IL,web_portal,delete,79,TRUE,FALSE
93,1089,Customer Service,flight_logs,FALSE,2025-01-08 15:16:00,IL,laptop,write,28,TRUE,FALSE
94,1039,HR,hr_files,TRUE,2025-01-02 04:02:00,NY,remote_server,delete,40,TRUE,FALSE
95,1091,IT,customer_table,TRUE,2025-01-27 22:43:00,CA,laptop,export,38,TRUE,FALSE
96,1087,Finance,customer_table,TRUE,2025-01-26 18:08:00,TX,mobile,delete,6,TRUE,FALSE
97,1084,Customer Service,customer_table,TRUE,2025-01-24 00:38:00,NY,laptop,delete,58,TRUE,FALSE
98,1062,HR,maintenance_logs,FALSE,2025-01-17 11:36:00,FL,web_portal,delete,57,FALSE,FALSE
99,1022,Finance,flight_logs,FALSE,2025-01-29 00:44:00,IL,remote_server,delete,50,FALSE,FALSE
100,1055,Finance,flight_logs,FALSE,2025-01-15 16:02:00,CA,laptop,export,42,FALSE,FALSE
101,1057,IT,maintenance_logs,FALSE,2025-01-26 22:25:00,IL,remote_server,export,7,TRUE,FALSE
102,1003,Pilot,flight_logs,FALSE,2025-01-09 06:37:00,FL,web_portal,export,37,TRUE,FALSE
103,1033,Customer Service,flight_logs,FALSE,2025-01-28 03:09:00,NY,laptop,write,39,TRUE,FALSE
104,1010,IT,maintenance_logs,FALSE,2025-01-23 05:39:00,IL,web_portal,delete,25,TRUE,FALSE
105,1082,Pilot,maintenance_logs,FALSE,2025-01-01 18:50:00,TX,mobile,write,45,TRUE,FALSE
106,1051,IT,flight_logs,FALSE,2025-01-27 11:12:00,NY,remote_server,export,62,TRUE,FALSE
107,1054,Finance,flight_logs,FALSE,2025-01-17 00:16:00,FL,mobile,export,106,FALSE,FALSE
108,1032,IT,customer_table,TRUE,2025-01-09 18:21:00,NY,laptop,write,55,TRUE,FALSE
109,1024,IT,maintenance_logs,FALSE,2025-01-13 14:00:00,IL,mobile,read,57,TRUE,FALSE
110,1024,Customer Service,payroll_records,TRUE,2025-01-17 10:10:00,CA,mobile,read,47,FALSE,TRUE
111,1090,Finance,payroll_records,TRUE,2025-01-13 11:37:00,TX,laptop,export,7,TRUE,FALSE
112,1089,IT,maintenance_logs,FALSE,2025-01-05 16:03:00,TX,mobile,delete,49,TRUE,FALSE
113,1061,Pilot,flight_logs,FALSE,2025-01-09 09:22:00,TX,mobile,delete,51,TRUE,FALSE
114,1014,HR,maintenance_logs,FALSE,2025-01-23 09:07:00,TX,laptop,write,123,FALSE,FALSE
115,1019,Finance,flight_logs,FALSE,2025-01-04 21:02:00,CA,laptop,delete,44,FALSE,FALSE
116,1077,Finance,hr_files,TRUE,2025-01-11 06:30:00,IL,remote_server,delete,59,FALSE,TRUE
117,1056,Customer Service,hr_files,TRUE,2025-01-20 12:23:00,NY,laptop,read,48,FALSE,TRUE
118,1097,IT,payroll_records,TRUE,2025-01-13 01:03:00,TX,web_portal,write,14,FALSE,TRUE
119,1022,Finance,customer_table,TRUE,2025-01-08 02:58:00,TX,remote_server,delete,84,TRUE,FALSE
120,1088,Finance,maintenance_logs,FALSE,2025-01-14 06:07:00,TX,web_portal,export,72,FALSE,FALSE
121,1090,Customer Service,maintenance_logs,FALSE,2025-01-04 05:44:00,CA,mobile,write,73,FALSE,FALSE
122,1054,HR,hr_files,TRUE,2025-01-11 05:33:00,CA,mobile,write,22,TRUE,FALSE
123,1009,HR,payroll_records,TRUE,2025-01-14 23:59:00,IL,mobile,delete,92,TRUE,FALSE
124,1015,Pilot,flight_logs,FALSE,2025-01-19 07:38:00,NY,remote_server,delete,7,TRUE,FALSE
125,1010,Finance,customer_table,TRUE,2025-01-20 15:53:00,NY,mobile,read,67,TRUE,FALSE
126,1011,IT,hr_files,TRUE,2025-01-27 17:17:00,TX,mobile,read,115,TRUE,FALSE
127,1097,IT,maintenance_logs,FALSE,2025-01-24 14:50:00,FL,mobile,write,20,TRUE,FALSE
128,1074,Pilot,maintenance_logs,FALSE,2025-01-05 03:39:00,FL,mobile,delete,33,TRUE,FALSE
129,1042,Customer Service,customer_table,TRUE,2025-01-08 07:39:00,NY,remote_server,delete,52,TRUE,FALSE
130,1036,Pilot,hr_files,TRUE,2025-01-02 16:04:00,FL,laptop,export,34,FALSE,TRUE
131,1032,Customer Service,customer_table,TRUE,2025-01-19 09:28:00,IL,laptop,delete,3,TRUE,FALSE
132,1052,HR,payroll_records,TRUE,2025-01-24 14:16:00,NY,remote_server,delete,52,TRUE,FALSE
133,1097,HR,payroll_records,TRUE,2025-01-13 03:41:00,IL,web_portal,export,18,TRUE,FALSE
134,1056,Pilot,customer_table,TRUE,2025-01-02 07:31:00,IL,web_portal,write,64,FALSE,TRUE
135,1039,Finance,customer_table,TRUE,2025-01-26 03:12:00,FL,laptop,write,22,TRUE,FALSE
136,1014,Pilot,customer_table,TRUE,2025-01-30 11:28:00,CA,remote_server,export,96,FALSE,TRUE
137,1065,Customer Service,maintenance_logs,FALSE,2025-01-22 23:01:00,FL,web_portal,delete,26,FALSE,FALSE
138,1070,IT,maintenance_logs,FALSE,2025-01-09 16:11:00,IL,web_portal,read,40,TRUE,FALSE
139,1035,Pilot,flight_logs,FALSE,2025-01-24 02:35:00,NY,laptop,export,74,TRUE,FALSE
140,1092,Customer Service,hr_files,TRUE,2025-01-27 09:25:00,FL,web_portal,delete,13,FALSE,TRUE
141,1068,Pilot,flight_logs,FALSE,2025-01-16 03:06:00,IL,remote_server,delete,56,TRUE,FALSE
142,1041,IT,payroll_records,TRUE,2025-01-27 00:33:00,FL,web_portal,delete,89,FALSE,TRUE
143,1005,Customer Service,maintenance_logs,FALSE,2025-01-18 08:24:00,FL,web_portal,delete,1,FALSE,FALSE
144,1004,IT,hr_files,TRUE,2025-01-27 20:38:00,NY,laptop,delete,55,TRUE,FALSE
145,1012,Finance,maintenance_logs,FALSE,2025-01-01 16:45:00,CA,remote_server,write,57,FALSE,FALSE
146,1009,Pilot,flight_logs,FALSE,2025-01-16 09:47:00,IL,remote_server,read,73,TRUE,FALSE
147,1042,Finance,maintenance_logs,FALSE,2025-01-15 09:52:00,FL,laptop,read,12,FALSE,FALSE
148,1030,Customer Service,payroll_records,TRUE,2025-01-05 02:43:00,FL,laptop,read,10,FALSE,TRUE
149,1056,IT,flight_logs,FALSE,2025-01-02 07:37:00,TX,mobile,read,65,TRUE,FALSE
150,1037,Customer Service,flight_logs,FALSE,2025-01-20 14:25:00,CA,web_portal,delete,58,TRUE,FALSE
151,1072,IT,payroll_records,TRUE,2025-01-08 23:13:00,TX,remote_server,write,57,FALSE,TRUE
152,1063,Finance,payroll_records,TRUE,2025-01-11 13:36:00,FL,mobile,delete,60,TRUE,FALSE
153,1032,HR,maintenance_logs,FALSE,2025-01-14 02:10:00,IL,web_portal,read,29,FALSE,FALSE
154,1056,Customer Service,hr_files,TRUE,2025-01-14 14:45:00,FL,mobile,delete,56,FALSE,TRUE
155,1038,IT,maintenance_logs,FALSE,2025-01-22 23:47:00,TX,web_portal,delete,58,TRUE,FALSE
156,1073,Customer Service,hr_files,TRUE,2025-01-14 11:10:00,NY,laptop,delete,28,FALSE,TRUE
157,1035,HR,hr_files,TRUE,2025-01-03 05:34:00,IL,remote_server,export,105,TRUE,FALSE
158,1099,IT,hr_files,TRUE,2025-01-17 00:49:00,CA,web_portal,export,64,TRUE,FALSE
159,1086,IT,customer_table,TRUE,2025-01-29 13:21:00,TX,mobile,delete,14,TRUE,FALSE
160,1004,Finance,flight_logs,FALSE,2025-01-06 23:32:00,TX,mobile,export,69,FALSE,FALSE
161,1095,Pilot,payroll_records,TRUE,2025-01-10 03:19:00,CA,mobile,export,20,FALSE,TRUE
162,1021,Customer Service,maintenance_logs,FALSE,2025-01-14 10:22:00,NY,laptop,delete,73,FALSE,FALSE
163,1009,IT,payroll_records,TRUE,2025-01-19 02:04:00,IL,mobile,read,84,FALSE,TRUE
164,1050,HR,flight_logs,FALSE,2025-01-25 10:04:00,TX,remote_server,export,25,FALSE,FALSE
165,1086,Customer Service,hr_files,TRUE,2025-01-18 08:10:00,NY,laptop,write,78,FALSE,TRUE
166,1060,HR,hr_files,TRUE,2025-01-26 13:12:00,NY,web_portal,read,62,TRUE,FALSE
167,1081,Pilot,flight_logs,FALSE,2025-01-30 13:08:00,FL,laptop,write,74,TRUE,FALSE
168,1005,HR,flight_logs,FALSE,2025-01-23 10:04:00,TX,laptop,write,106,FALSE,FALSE
169,1068,IT,maintenance_logs,FALSE,2025-01-21 15:29:00,NY,remote_server,write,42,TRUE,FALSE
170,1053,HR,maintenance_logs,FALSE,2025-01-29 00:27:00,FL,mobile,read,27,FALSE,FALSE
171,1088,Customer Service,payroll_records,TRUE,2025-01-21 04:17:00,FL,web_portal,export,23,FALSE,TRUE
172,1012,Customer Service,hr_files,TRUE,2025-01-30 08:19:00,NY,laptop,delete,25,FALSE,TRUE
173,1035,IT,customer_table,TRUE,2025-01-21 16:40:00,TX,web_portal,read,47,TRUE,FALSE
174,1006,Customer Service,payroll_records,TRUE,2025-01-06 17:32:00,IL,web_portal,read,60,FALSE,TRUE
175,1097,Finance,payroll_records,TRUE,2025-01-27 16:29:00,CA,web_portal,export,58,TRUE,FALSE
176,1099,IT,hr_files,TRUE,2025-01-01 03:05:00,NY,web_portal,write,74,TRUE,FALSE
177,1069,Customer Service,payroll_records,TRUE,2025-01-06 00:04:00,TX,web_portal,read,50,FALSE,TRUE
178,1045,IT,hr_files,TRUE,2025-01-15 17:38:00,TX,web_portal,export,93,TRUE,FALSE
179,1006,IT,maintenance_logs,FALSE,2025-01-24 22:37:00,TX,laptop,delete,42,TRUE,FALSE
180,1057,Customer Service,hr_files,TRUE,2025-01-28 00:26:00,TX,remote_server,write,131,FALSE,TRUE
181,1078,HR,hr_files,TRUE,2025-01-14 17:27:00,FL,laptop,read,68,TRUE,FALSE
182,1061,Pilot,maintenance_logs,FALSE,2025-01-05 21:55:00,FL,remote_server,read,24,TRUE,FALSE
183,1010,Customer Service,hr_files,TRUE,2025-01-07 18:01:00,TX,web_portal,export,17,FALSE,TRUE
184,1079,Finance,hr_files,TRUE,2025-01-15 19:11:00,FL,mobile,delete,64,FALSE,TRUE
185,1064,Finance,maintenance_logs,FALSE,2025-01-05 12:19:00,TX,web_portal,delete,43,FALSE,FALSE
186,1057,IT,maintenance_logs,FALSE,2025-01-16 10:12:00,FL,remote_server,delete,71,TRUE,FALSE
187,1093,HR,flight_logs,FALSE,2025-01-20 10:08:00,NY,mobile,export,64,FALSE,FALSE
188,1019,Pilot,customer_table,TRUE,2025-01-05 03:38:00,TX,laptop,delete,47,FALSE,TRUE
189,1012,Customer Service,payroll_records,TRUE,2025-01-26 07:42:00,TX,mobile,read,24,FALSE,TRUE
190,1052,Customer Service,maintenance_logs,FALSE,2025-01-03 08:11:00,NY,mobile,export,4,FALSE,FALSE
191,1013,Finance,hr_files,TRUE,2025-01-10 16:22:00,CA,remote_server,write,36,FALSE,TRUE
192,1013,Customer Service,hr_files,TRUE,2025-01-17 17:28:00,TX,mobile,write,75,FALSE,TRUE
193,1054,Finance,hr_files,TRUE,2025-01-28 22:11:00,IL,laptop,export,56,FALSE,TRUE
194,1003,IT,flight_logs,FALSE,2025-01-15 01:29:00,NY,mobile,read,12,TRUE,FALSE
195,1023,IT,hr_files,TRUE,2025-01-30 21:59:00,FL,laptop,write,55,TRUE,FALSE
196,1094,HR,customer_table,TRUE,2025-01-25 03:25:00,CA,remote_server,delete,61,FALSE,TRUE
197,1058,Customer Service,payroll_records,TRUE,2025-01-17 20:11:00,NY,mobile,read,23,FALSE,TRUE
198,1006,IT,payroll_records,TRUE,2025-01-29 02:50:00,TX,laptop,export,54,FALSE,TRUE
199,1056,Pilot,maintenance_logs,FALSE,2025-01-28 15:05:00,FL,remote_server,export,51,TRUE,FALSE
200,1027,Finance,customer_table,TRUE,2025-01-16 17:01:00,FL,laptop,export,15,TRUE,FALSE
201,1086,Finance,maintenance_logs,FALSE,2025-01-24 23:33:00,NY,laptop,write,60,FALSE,FALSE
202,1050,Finance,customer_table,TRUE,2025-01-01 08:23:00,CA,mobile,write,66,TRUE,FALSE
203,1098,IT,flight_logs,FALSE,2025-01-14 04:09:00,NY,laptop,read,82,TRUE,FALSE
204,1063,Pilot,payroll_records,TRUE,2025-01-06 21:06:00,FL,web_portal,export,81,FALSE,TRUE
205,1009,Pilot,customer_table,TRUE,2025-01-20 20:28:00,TX,remote_server,read,8,FALSE,TRUE
206,1040,Finance,maintenance_logs,FALSE,2025-01-27 02:18:00,FL,remote_server,export,21,FALSE,FALSE
207,1014,Pilot,customer_table,TRUE,2025-01-15 18:44:00,CA,remote_server,export,65,FALSE,TRUE
208,1011,Pilot,customer_table,TRUE,2025-01-12 01:45:00,FL,remote_server,read,65,FALSE,TRUE
209,1050,Customer Service,flight_logs,FALSE,2025-01-11 02:00:00,NY,web_portal,read,65,TRUE,FALSE
210,1065,HR,hr_files,TRUE,2025-01-24 05:00:00,CA,mobile,export,165,TRUE,FALSE
211,1093,IT,payroll_records,TRUE,2025-01-05 16:17:00,CA,mobile,write,67,FALSE,TRUE
212,1022,Finance,payroll_records,TRUE,2025-01-30 19:59:00,TX,web_portal,delete,84,TRUE,FALSE
213,1059,Finance,hr_files,TRUE,2025-01-21 10:19:00,IL,mobile,export,78,FALSE,TRUE
214,1019,Pilot,customer_table,TRUE,2025-01-22 08:11:00,FL,mobile,export,69,FALSE,TRUE
215,1075,HR,flight_logs,FALSE,2025-01-24 02:08:00,TX,mobile,delete,40,FALSE,FALSE
216,1057,HR,customer_table,TRUE,2025-01-17 18:45:00,NY,laptop,read,72,FALSE,TRUE
217,1078,Finance,hr_files,TRUE,2025-01-18 11:57:00,FL,laptop,delete,26,FALSE,TRUE
218,1073,IT,flight_logs,FALSE,2025-01-28 12:49:00,FL,web_portal,read,42,TRUE,FALSE
219,1057,HR,flight_logs,FALSE,2025-01-04 20:06:00,IL,web_portal,read,35,FALSE,FALSE
220,1031,Pilot,maintenance_logs,FALSE,2025-01-24 20:25:00,IL,web_portal,export,52,TRUE,FALSE
221,1047,Customer Service,maintenance_logs,FALSE,2025-01-19 14:29:00,NY,laptop,export,119,FALSE,FALSE
222,1008,Customer Service,customer_table,TRUE,2025-01-26 09:26:00,FL,mobile,export,6,TRUE,FALSE
223,1092,Finance,payroll_records,TRUE,2025-01-16 04:07:00,TX,web_portal,export,70,TRUE,FALSE
224,1039,Pilot,payroll_records,TRUE,2025-01-28 01:56:00,TX,mobile,delete,1,FALSE,TRUE
225,1082,Customer Service,payroll_records,TRUE,2025-01-24 22:57:00,TX,remote_server,export,35,FALSE,TRUE
226,1002,Customer Service,flight_logs,FALSE,2025-01-09 04:53:00,CA,mobile,delete,82,TRUE,FALSE
227,1024,IT,payroll_records,TRUE,2025-01-08 01:14:00,TX,mobile,read,51,FALSE,TRUE
228,1064,Finance,hr_files,TRUE,2025-01-02 17:13:00,NY,web_portal,delete,17,FALSE,TRUE
229,1019,IT,payroll_records,TRUE,2025-01-29 10:22:00,CA,remote_server,read,28,FALSE,TRUE
230,1052,Customer Service,payroll_records,TRUE,2025-01-21 05:11:00,IL,mobile,delete,70,FALSE,TRUE
231,1029,Finance,payroll_records,TRUE,2025-01-15 02:01:00,FL,web_portal,export,28,TRUE,FALSE
232,1086,Finance,maintenance_logs,FALSE,2025-01-22 00:16:00,NY,remote_server,delete,56,FALSE,FALSE
233,1020,IT,hr_files,TRUE,2025-01-07 07:10:00,NY,laptop,delete,51,TRUE,FALSE
234,1047,Finance,customer_table,TRUE,2025-01-24 11:30:00,TX,mobile,read,30,TRUE,FALSE
235,1097,IT,flight_logs,FALSE,2025-01-21 10:46:00,IL,web_portal,delete,114,TRUE,FALSE
236,1011,IT,maintenance_logs,FALSE,2025-01-16 21:50:00,TX,remote_server,read,69,TRUE,FALSE
237,1050,Finance,flight_logs,FALSE,2025-01-11 17:31:00,FL,laptop,export,10,FALSE,FALSE
238,1028,HR,flight_logs,FALSE,2025-01-05 12:13:00,NY,web_portal,write,55,FALSE,FALSE
239,1004,Customer Service,maintenance_logs,FALSE,2025-01-07 07:35:00,FL,remote_server,read,30,FALSE,FALSE
240,1010,HR,flight_logs,FALSE,2025-01-10 19:33:00,CA,remote_server,read,75,FALSE,FALSE
241,1099,Customer Service,payroll_records,TRUE,2025-01-14 16:56:00,TX,laptop,write,26,FALSE,TRUE
242,1053,Finance,maintenance_logs,FALSE,2025-01-03 20:36:00,TX,remote_server,read,46,FALSE,FALSE
243,1080,Finance,hr_files,TRUE,2025-01-12 00:15:00,CA,mobile,delete,65,FALSE,TRUE
244,1000,Finance,flight_logs,FALSE,2025-01-11 22:45:00,IL,remote_server,write,75,FALSE,FALSE
245,1085,HR,hr_files,TRUE,2025-01-17 09:52:00,TX,laptop,delete,13,TRUE,FALSE
246,1060,HR,maintenance_logs,FALSE,2025-01-17 23:44:00,NY,laptop,export,39,FALSE,FALSE
247,1100,HR,flight_logs,FALSE,2025-01-11 23:22:00,TX,mobile,write,35,FALSE,FALSE
248,1005,Customer Service,hr_files,TRUE,2025-01-16 09:47:00,CA,remote_server,delete,30,FALSE,TRUE
249,1080,IT,payroll_records,TRUE,2025-01-03 20:55:00,FL,laptop,export,102,FALSE,TRUE
250,1025,HR,payroll_records,TRUE,2025-01-02 21:46:00,NY,mobile,delete,62,TRUE,FALSE
